2, 1.941000
4, 11.159000
6, 18.501000
8, 25.243000
10, 31.761000
12, 37.096000
14, 42.827000
16, 48.532000
18, 58.286000
20, 60.421000
22, 67.575000
24, 72.240000
26, 77.807000
28, 82.819000
30, 87.797000
32, 94.790000
34, 102.573000
36, 107.948000
38, 112.327000
40, 117.644000

2, 1.561000
4, 10.739000
6, 17.396000
8, 23.983000
10, 28.516000
12, 34.859000
14, 40.166000
16, 45.359000
18, 49.676000
20, 59.003000
22, 61.891000
24, 68.830000
26, 73.368000
28, 82.078000
30, 86.493000
32, 92.410000
34, 97.955000
36, 100.251000
38, 99.023000
40, 114.808000

2, 1.877000
4, 11.285000
6, 19.619000
8, 25.736000
10, 32.135000
12, 38.222000
14, 44.460000
16, 51.530000
18, 58.256000
20, 63.944000
22, 72.667000
24, 75.416000
26, 83.462000
28, 92.784000
30, 98.379000
32, 105.256000
34, 109.005000
36, 114.620000
38, 123.626000
40, 129.292000

